# no_nodes Mir500 PBFT500 Chain500 Chainsigs500
# -------------------------
4	56.411	43.819	128.989	56.473
16	69.545	10.054	129.796	46.791
22	71.543	6.715	129.903	46.150
49	83.734	3.000	129.800	46.100
100	81.958	1.500	129.800	46.100
