# byz nodes || 100% censoring - mean	|| 100% censoring - 95P	|| 25% censoring - mean	|| 25% censoring - 95P
#____________________________________________________________________________________________________________
0	1.332	 3.301	1.332	3.301
1	1.567  5.521	1.666	3.318
2	2.606	 9.952	1.904	4.145
3	2.649	10.577  1.916	5.115
4	3.589	11.345	1.768	5.993
5	4.583	15.904	2.178	6.900
